Maia convoca reunião para criar agenda ambiental na Câmara	Maia convoca reunião para criar agenda ambiental na Câmara . Os empresários ainda devem se reunir nas próximas semanas com o presidente do Senado, Davi Alcolumbre, do Supremo Tribunal Federal (STF), Dias Toffoli e com o procurador-geral da República, Augusto Aras.O presidente da Comissão de Meio Ambiente e Desenvolvimento Sustentável da Câmara, deputado Rodrigo 28 de julho de 2020 | 15h10	https://brpolitico.com.br/noticias/maia-convoca-reuniao-para-criar-agenda-ambiental-na-camara/
Empresas preocupadas com questões ESG são mais resilientes	28 de julho de 2020 | 14h49	https://einvestidor.estadao.com.br/investimentos/fundos-esg-sustentabilidade/
O controle da pandemia na retomada das atividades, as tecnologias e a LGPD: como equilibrar essa balança?	O controle da pandemia na retomada das atividades, as tecnologias e a LGPD: como equilibrar essa balança? ambientes de aglomeração, também são uma saída, pois detectam indivíduos com temperatura corporal acima do normal e permitem o controle de acesso.Os aplicativos possuem um grande potencial, se associados a esforços e políticas públicas unificadas. Contudo, envolver questões sobre coleta, retenção e uso Rodrigo Kramper* 28 de julho de 2020 | 14h30	https://politica.estadao.com.br/blogs/fausto-macedo/o-controle-da-pandemia-na-retomada-das-atividades-as-tecnologias-e-a-lgpd-como-equilibrar-essa-balanca/
