Arthur não se apresenta no Barcelona e pede rescisão - 28/07/2020 ...	28/07/2020	https://noticias.uol.com.br/ultimas-noticias/ansa/2020/07/28/arthur-nao-se-apresenta-no-barcelona-e-pede-rescisao.htm
Por que há vacinas injetáveis, em gotas e por via nasal ? e como ...	28/07/2020	https://noticias.uol.com.br/ultimas-noticias/bbc/2020/07/28/por-que-ha-vacinas-injetaveis-em-gotas-e-por-via-nasal--e-como-deve-ser-protecao-contra-covid-19.htm
Tubarões estão 'funcionalmente extintos' em 20% dos recifes, diz ...	28/07/2020	https://noticias.uol.com.br/ultimas-noticias/bbc/2020/07/28/tubaroes-estao-funcionalmente-extintos-em-20-dos-recifes-diz-pesquisa.htm
Austrália: Incêndios mataram ou deslocaram quase 3 bilhões de ...	28/07/2020	https://noticias.uol.com.br/meio-ambiente/ultimas-noticias/redacao/2020/07/28/3-bi-de-animais-mortos-ou-deslocados-incendios-australia.htm
